Abrantes;-414.9973840090092;4746.266726878673;TRAINSTATION
Abra Pampa;-7313.231331673232;-2568.580345333664;TRAINSTATION
Abreiro;-810.1840395864417;4873.959830426332;TRAINSTATION
Abrera;212.26448538381416;4897.133679784466;TRAINSTATION
Abresan;5156.361578420902;4445.048168710237;TRAINSTATION
Abreschviller;789.50749041258;5875.9777380139485;TRAINSTATION
Abrud;2566.9835177660743;5543.751247047586;TRAINSTATION
Abrunhosa;-851.5452308612091;4771.541775417402;TRAINSTATION
Absdorf-Hippersdorf;1779.5254303270267;5842.531613260394;TRAINSTATION
Absecon;-8293.500589556412;4620.96618275043;TRAINSTATION
Abt Ichishiro;15378.213676867577;4075.484234242032;TRAINSTATION
Abu Adh Dhuhur;4124.111784091515;4147.251341039754;TRAINSTATION
Abu Akda Station;3514.938230031558;3505.7816809188375;TRAINSTATION
Abu Al-Kabaten;3531.0998609985045;3575.029899006958;TRAINSTATION
Abu Al-Shuquq;3516.7276797281497;3537.518013780196;TRAINSTATION
Abu an Naam;4321.905492531207;2863.7135759085127;TRAINSTATION
Abu Baker Al Siddique;6159.614927220701;2868.5880995456373;TRAINSTATION
Abu Dhabi International Airport;6083.732688689613;2769.5667207607544;AIRPORT
Abu Ghirban Station;3599.363500240965;2161.618593862995;TRAINSTATION
Abu Hail;6161.118007524981;2869.1027034270496;TRAINSTATION
Abu Hajjaj;3098.448252014384;3574.109906180674;TRAINSTATION
Abu Hamad Station;3710.0491498540314;2198.2971386070885;TRAINSTATION
Abu Haraz Station;3575.0113929593044;2145.515797149594;TRAINSTATION
Abu Hawa;4983.402614050942;3906.1140706329325;TRAINSTATION
Abu Hummus;3374.068010822397;3568.4229418899645;TRAINSTATION
Abuja - Idu Station;817.2703378633142;1008.1437213551785;TRAINSTATION
Abu Kabir;3525.3194628103224;3524.6381245431544;TRAINSTATION
Abuksah;3419.3637561342753;3363.1373685824537;TRAINSTATION
Abukuma;15661.108810109063;4425.277855319059;TRAINSTATION
Abumusa Island Airport;6126.245690204904;2940.3258714007216;AIRPORT
Abu Qir Staton;3346.4816381618025;3596.9294434091125;TRAINSTATION
Aburaden;15247.44580171471;4264.000360785443;TRAINSTATION
Aburatsu;14626.944609953682;3630.0061671654607;TRAINSTATION
Abu Road;8102.417776671846;2775.2522594283914;TRAINSTATION
Abu Simbel Airport;3518.9983811756974;2528.1819345959398;AIRPORT
Abu Tabak;5018.1340728119585;3632.8088187079084;TRAINSTATION
Abu Taqah;4212.683148768048;3073.3754914443766;TRAINSTATION
Abu Tarafah;3999.8039571512504;3435.493520739407;TRAINSTATION
Abutara Halt;9966.385765125335;2962.2831436340234;TRAINSTATION
Abu Zaabal Al-Balad;3490.454988388714;3466.3892556346213;TRAINSTATION
Abyek;5622.778415242271;4184.838872538611;TRAINSTATION
Abzweig Kottewitz;1507.157247078902;6254.373273827186;TRAINSTATION
Abzweig Leckwitz;1497.22106962782;6258.818307051108;TRAINSTATION
Abzweig Zeithain Bogendreieck;1484.042711981947;6266.235885165569;TRAINSTATION
Acacia;2522.778881583716;-3717.686294189857;TRAINSTATION
Acacia Park;2062.614871741213;-3915.8588422273538;TRAINSTATION
Acacias;-412.53878171605925;4749.303763118557;TRAINSTATION
Acadiana Regional Airport;-10228.469485628802;3440.5914396524104;AIRPORT
Acadie;-8195.76084022672;5438.833852502622;TRAINSTATION
Açailândia;-5277.001929048462;-546.2727036210543;TRAINSTATION
Acari / Fazenda Botafogo;-4825.622251612867;-2580.6723845229476;TRAINSTATION
Acassuso;-6512.631733340052;-3989.0723467035978;TRAINSTATION
Acate;1605.831156186812;4307.635803962097;TRAINSTATION
Acatitla;-11021.25687127995;2178.770870580294;TRAINSTATION
Accra;-23.490594603703336;617.2852186679602;TRAINSTATION
Accrington;-263.84056472094915;6629.262949658803;TRAINSTATION
Acerenza;1772.8378228095582;4797.230751292378;TRAINSTATION
Acerra;1599.9962003157643;4819.922134788376;TRAINSTATION
Aces;-675.2408708637842;5154.123246610103;TRAINSTATION
Acesita;-4749.6353884900145;-2197.4647681301076;TRAINSTATION
Acevedo;-8411.128879642352;701.0464683808237;TRAINSTATION
Achalpur;8629.404929270746;2400.215669674844;TRAINSTATION
Acharapakkam;8885.704900869328;1385.7908882589095;TRAINSTATION
Acharya Atre Nagar;8111.1624236799735;2139.4824461528337;TRAINSTATION
Achasan Station;14147.568147155618;4378.731716397704;TRAINSTATION
Achau;1823.0207721043325;5797.121286475027;TRAINSTATION
Acheng;14136.4195000652;5442.463000186349;TRAINSTATION
Achenlohe;1469.1726988129103;5791.900562905451;TRAINSTATION
Achensee Schiffstation;1305.7434510341093;5704.241082928218;TRAINSTATION
Achères-Grand Cormier;232.94939465150006;5921.583921556236;TRAINSTATION
Achères - Ville;231.29241514999083;5923.727500842313;TRAINSTATION
Achern;897.8339126429067;5875.607615595323;TRAINSTATION
Achern Stadt;898.1319371859967;5874.408733677387;TRAINSTATION
Achettas;960.4814390029875;4796.114710884197;TRAINSTATION
Achi;5312.343618998897;5048.998008122697;TRAINSTATION
Achim;1005.37784790241;6517.812416903329;TRAINSTATION
Achinsk 1;10076.375211505569;7023.646610667595;TRAINSTATION
Achinsk Airport;10082.295502811685;7018.002714873303;AIRPORT
Achkarren;846.9195608920351;5793.844476475022;TRAINSTATION
Achmad Yani Airport;12286.888892708334;-776.1270750421535;AIRPORT
Achmer;884.1909742305116;6424.209683941924;TRAINSTATION
Achnasheen;-564.65151261101;7226.020508565702;TRAINSTATION
Achnera Junction;8655.976090431237;3096.0389428953813;TRAINSTATION
Achterberg;787.9763242005525;6409.155403669658;TRAINSTATION
Acıbadem;3233.197914064677;4828.183547173521;TRAINSTATION
Acilia;1376.0037723388493;4931.841696397638;TRAINSTATION
Acireale;1687.7943843309768;4384.400368310707;TRAINSTATION
Aciș;2535.3075675442738;5718.495358072174;TRAINSTATION
Ackermannstraße;1287.3967854249834;5809.186742096317;TRAINSTATION
Acklington;-183.87158074219585;6867.9118818019515;TRAINSTATION
Acle;171.89008574292583;6460.5697260013785;TRAINSTATION
Acocks Green;-202.50733193923085;6432.87909512305;TRAINSTATION
Acornhoek;3458.104553366904;-2788.735428495119;TRAINSTATION
A Coruña Airport;-932.5523479284125;5135.495872423109;AIRPORT
Acoyte;-6505.060827920107;-4006.4118270904337;TRAINSTATION
Acqua Acetosa;1404.4831499615943;4933.242341090927;TRAINSTATION
Acquanegra Cremonese;1100.8004263533135;5390.420284872138;TRAINSTATION
Acquasparta;1397.055579519119;5052.822140403667;TRAINSTATION
Acquatetta;1793.9086099631577;4829.230870159673;TRAINSTATION
Acquaviva delle Fonti;1874.6105103430953;4813.715448041191;TRAINSTATION
Acquedolci-San Fratello;1623.8915191953201;4443.908142982299;TRAINSTATION
Acqui Terme;943.2693973126742;5321.82670987228;TRAINSTATION
Acren;428.23816962580923;6178.99095941015;TRAINSTATION
Ács;2004.2427374378276;5745.353032681519;TRAINSTATION
Acsád;1862.8815547426202;5687.663332135138;TRAINSTATION
Acsa-Erdőkürt;2158.0545822618833;5757.272235677022;TRAINSTATION
Acton;-8909.467949928887;5180.4098654597055;TRAINSTATION
Acton Bridge;-289.7389220057583;6555.566553629626;TRAINSTATION
Acton Central;-29.271493729597502;6293.091561115469;TRAINSTATION
Acton Central (Platform 1);-29.2788408160475;6292.975618201523;TRAINSTATION
Acton Central (Platform 2);-29.258391425428336;6293.083244622756;TRAINSTATION
Acton GO Train;-8909.504574041644;5180.408334141933;TRAINSTATION
Acton Town;-31.165483560814167;6292.196381878281;TRAINSTATION
Aculco;-11032.622112705301;2179.7603793837543;TRAINSTATION
A Cuqueira;-881.8538326349191;5176.850765654254;TRAINSTATION
Ada;2239.0336013843757;5477.623209226527;TRAINSTATION
Adachi;15636.702679478094;4386.621524270622;TRAINSTATION
Adachi-odai;15559.162686807504;4149.667882867653;TRAINSTATION
Adak Airport;-19664.14249010824;6347.757458708605;AIRPORT
Adama Railway Station;4370.910748395842;947.4728341855517;TRAINSTATION
Adambakkam;8927.476827672499;1450.736900138635;TRAINSTATION
Adami;1821.0593226611659;4575.321075148056;TRAINSTATION
Adamov;1854.9672509547818;5970.432554405824;TRAINSTATION
Adamovka;6672.0574089969095;6291.796827463817;AIRPORT
Adamov zastávka;1853.446904997344;5971.273262299002;TRAINSTATION
Adampur;8429.537884166812;3610.1834004332677;TRAINSTATION
Adamstown;-720.1516288456826;6566.097159952362;TRAINSTATION
Adams/Wabash;-9754.494968143095;4944.642937667296;TRAINSTATION
Ada Municipal Airport;-10761.40028593834;4029.797252415625;AIRPORT
Adana Airport;3927.3961183777124;4305.789329129918;AIRPORT
Adana Gar;3931.6913450631337;4308.580998081115;TRAINSTATION
Ádánd;2019.4834111182668;5623.924198388338;TRAINSTATION
Adapazari;3384.079161951116;4798.126051029418;TRAINSTATION
Adarshnagar;8310.390539429536;3003.94842745099;TRAINSTATION
Adarsh Nagar;8590.574942861393;3280.4777335837825;TRAINSTATION
Adarzo;-429.2257961558759;5155.955645869421;TRAINSTATION
Adavali;8192.336285308731;1898.2969235494822;TRAINSTATION
ADCB;6155.779336211682;2865.5015228283273;TRAINSTATION
Ad dar Al baedha;5207.080464276357;2784.616898635078;TRAINSTATION
Ad Dar al Hamra;4207.7718441152065;3115.6461787122284;TRAINSTATION
Ad Darraji;5087.079354697743;3574.2626981267526;TRAINSTATION
Adderley Park;-206.51439949321335;6437.887124331067;TRAINSTATION
Addiewell;-401.4571044318292;6951.411305412872;TRAINSTATION
Addis Ababa Bole International Airport;4319.118480761617;1000.362723069222;AIRPORT
Addis Ababa-Kality Railway Station;4315.207510037115;986.8410933547216;TRAINSTATION
Addis Ababa-Lebu Railway Station;4306.697914135639;995.212153537616;TRAINSTATION
Addison;-9757.557211511557;4953.694332924336;TRAINSTATION
Addison Airport;-10779.779144888422;3800.603022420436;AIRPORT
Addison Road/Seat Pleasant;-8559.846143402487;4551.063293519745;TRAINSTATION
Addlestone;-53.93659802597751;6273.067686872165;TRAINSTATION
Addo;2859.7816218542735;-3873.6086680990707;TRAINSTATION
AD-Doh Park;5186.4360641716885;2787.181097420359;TRAINSTATION
Adela;-6451.41930447069;-4140.7155731097655;TRAINSTATION
Adelaide;2927.0204761203495;-3767.729613621842;TRAINSTATION
Adelaide International Airport;15421.201152337648;-4047.490305758882;AIRPORT
Adelaide Lead (closed);15996.556940282646;-4315.3498487686875;TRAINSTATION
Adelaide Parafield Airport;15432.554598975834;-4028.4150676751437;AIRPORT
Adelaide Parklands Terminal;15426.783027866746;-4046.6013746899134;TRAINSTATION
Adelaide Showground;15427.015373909753;-4047.410439548039;TRAINSTATION
Adelebsen;1086.5302693970718;6303.311820124504;TRAINSTATION
Adelfia;1878.1885080483976;4828.7383965310755;TRAINSTATION
Adelia María;-7126.730985663124;-3882.5984431205407;TRAINSTATION
Adelschlag;1248.063000392195;5905.177654487283;TRAINSTATION
Adelsdorf (Mittelfr);1189.6799567786268;5996.266077620358;TRAINSTATION
Adelsheim-Nord;1045.6136436442243;5988.599726676246;TRAINSTATION
Adelsheim Ost;1045.8889367471158;5985.96157176705;TRAINSTATION
Adémia;-940.6907146840634;4729.150766089939;TRAINSTATION
Aden Adde International Airport;5043.296056567669;223.90017923960775;AIRPORT
Adendro Railway Station;2516.1250484000193;4784.898391579211;TRAINSTATION
Aden International Airport;5012.583233711564;1433.4671550793357;AIRPORT
Aderklaaer Straße;1831.3869439727443;5822.808383901232;TRAINSTATION
Adesar;7900.634678213448;2665.9842607946266;TRAINSTATION
Adey Abeba;4315.180759963267;998.0046353275295;TRAINSTATION
Adgaon;8565.241520864842;2382.8811269160287;TRAINSTATION
Adhikari;9815.029717343039;3023.7662510110804;TRAINSTATION
Adhirangam;8867.662248791945;1170.5167614954341;TRAINSTATION
Adichchanur;8815.257496026894;1344.838248767689;TRAINSTATION
Adif Lugo;-840.722493846545;5096.816662465936;TRAINSTATION
Adihalli;8496.427974465496;1486.2804424431731;TRAINSTATION
Adilabad;8742.60364980403;2215.237765805401;TRAINSTATION
Adiliya;5341.3890673687165;3353.9857938524497;TRAINSTATION
Adina;9809.805950009038;2850.0883520331045;TRAINSTATION
Adipur;7801.048439079635;2610.1398676610893;TRAINSTATION
Adirampattinam;8837.084153660859;1152.222981664094;TRAINSTATION
Adirondack Regional Airport;-8260.596423107467;5282.589207984505;AIRPORT
Adi Saptagram;9838.308593405542;2595.88233569819;TRAINSTATION
Adisham;133.44006615447918;6253.65146660829;TRAINSTATION
Adi Sumarmo Wiryokusumo Airport;12329.413359777995;-836.8226499917989;AIRPORT
Adi Sutjipto International Airport;12293.234015406104;-867.234245519433;AIRPORT
Adityapur;9591.199259226498;2575.7046782589637;TRAINSTATION
Adiyakkamangalam;8870.121919752015;1200.018259102;TRAINSTATION
Adıyaman Airport;4282.338256409082;4401.820545821194;AIRPORT
Adjamé;-448.47013101385255;595.9746803754007;TRAINSTATION
Adjud;3026.9444697238287;5518.502798377425;TRAINSTATION
Adler;4442.111051488216;5155.163904199887;TRAINSTATION
Adlergrund;656.4054458945467;5999.366755649468;TRAINSTATION
Adlington;-237.51254759415423;6563.63605515451;TRAINSTATION
Adliswil;948.8962413940508;5688.248594821981;TRAINSTATION
Adliye Tramvay Durağı;3236.0883691935983;4721.61189448864;TRAINSTATION
Administration Complex;14077.309896393423;4364.4649984330445;TRAINSTATION
Admiralteiskaya;3374.527003350437;7610.175061720333;TRAINSTATION
Admiralty;11555.070012656406;160.1130183359616;TRAINSTATION
Admont;1610.6175269741561;5725.039209119101;TRAINSTATION
Adnan Menderes International Airport;3023.1033893280364;4474.111599187135;AIRPORT
Adogawa;15141.69712702926;4095.818819589223;TRAINSTATION
Adolf-Ehrmann-Bad;933.4476451670768;5935.297109951731;TRAINSTATION
Adolfo Gonzales Chaves;-6690.416876347575;-4440.223236351654;TRAINSTATION
Adolfo Pinheiro;-5199.083884252228;-2677.4145152126607;TRAINSTATION
Adolfo Rodríguez Saá;-7258.2777410352855;-3723.5710501876138;TRAINSTATION
Adolfo Sourdeaux;-6530.721640541648;-3991.970376261475;TRAINSTATION
Adolfo Suárez Madrid–Barajas Airport;-396.5912737913333;4758.227140769614;AIRPORT
Adolf Würth Airport;1089.1375296127005;5944.981084962191;AIRPORT
Adoni;8602.138577884793;1749.5664845037222;TRAINSTATION
Adony;2098.106965456838;5659.267258288835;TRAINSTATION
Adorf (Erzgebirge);1433.0876506929724;6183.550064189891;TRAINSTATION
Adorf (Vogtl);1364.8653889055643;6119.317473574708;TRAINSTATION
Adraj Moti;8081.462984428563;2633.5268878855604;TRAINSTATION
Adra Junction;9648.578813282436;2659.294562991507;TRAINSTATION
Adrano-Cappellone;1651.85092347249;4392.989545404603;TRAINSTATION
Adrano Centro;1651.7029242083192;4393.749567813881;TRAINSTATION
Adrano Nord;1651.9705028704386;4395.65529016307;TRAINSTATION
Adria;1341.877001056566;5375.086204567791;TRAINSTATION
Adrienne Arsht Center;-8926.48867794082;2930.083692463462;TRAINSTATION
Adrogué;-6500.416767970911;-4028.9819113196227;TRAINSTATION
Adr Pey;5355.240752091885;4303.489688207382;TRAINSTATION
Adršpach;1794.9453951807443;6161.846014292676;TRAINSTATION
Aduturai;8847.50136489933;1228.317913779539;TRAINSTATION
Adventure Aquarium;-8363.293202016914;4689.131780489486;TRAINSTATION
Adventure DistrictTrain Station;-10849.445610869072;4120.119951150404;TRAINSTATION
Adventureland Station;15571.63959807249;4134.366223840934;TRAINSTATION
Adwick;-131.35953825107669;6601.833230413435;TRAINSTATION
Aefligen;841.5012961421942;5657.765601940738;TRAINSTATION
Aegidientorplatz;1084.6178005302384;6420.826581341289;TRAINSTATION
Aegviidu;2851.2156203663712;7502.730031860923;TRAINSTATION
Aek Godang Airport;11068.552270884535;155.6071471434945;AIRPORT
Aeogae Station;14132.751856773259;4378.958563336352;TRAINSTATION
Aeri de Montserrat;206.32121564737503;4906.2572283388545;TRAINSTATION
Ærø Airport;1164.0011234908854;6797.63508899903;AIRPORT
Aeroclube Airport;-4837.978553279968;-2571.347461478504;AIRPORT
Aeroclub Rosario;-6766.223279442489;-3794.791982985174;TRAINSTATION
Aerodrom;2141.1667251952017;5009.5179782354;TRAINSTATION
Aeromóvel;-5696.867136316869;-3434.724872447591;TRAINSTATION
Aeroport;4178.16437702781;6944.680059853085;TRAINSTATION
Aéroport Charles de Gaulle 1;285.12787941778925;5929.40495015315;TRAINSTATION
Aéroport Charles-de-Gaulle 2 TGV;286.1979491633842;5928.573608232723;TRAINSTATION
Aéroport Charles de Gaulle 2 TGV;286.2144912398458;5928.575816810865;TRAINSTATION
Aeroport Domodedovo;4218.659324546224;6884.6415713513625;TRAINSTATION
Aeroporto;1866.3952097817391;4845.406067235907;TRAINSTATION
Aeroporto Catumbela;1502.517395006489;-1395.032652874903;TRAINSTATION
Aeroport T1;230.5610015619442;4866.045722299739;TRAINSTATION
Aeroport T2;230.72459668689748;4868.104873683829;TRAINSTATION
Aeropuerto (Cercanías C1);-499.8425068131868;4266.928702174153;TRAINSTATION
"Aeropuerto \""General Tomas de Heres\"". Ciudad Bolivar";-7072.901731586939;904.5807238068226;AIRPORT
Aeropuerto Internacional de Jerez La Parra;-675.3156998260826;4276.296886241057;TRAINSTATION
Aeropuerto T1-T2-T3;-397.6070307569442;4757.695354646697;TRAINSTATION
Aeropuerto T4;-399.92197524589835;4760.9350935165085;TRAINSTATION
Aerotortuguero Airport;-9307.367038504168;1162.1123857071252;AIRPORT
Aershan;13351.797610634836;5668.284841436834;TRAINSTATION
A'erxiang;13627.71632906967;5070.759813716232;TRAINSTATION
Afdem Railway Station;4564.32697367303;1054.6777666322132;TRAINSTATION
Affaltrach;1044.0898579144941;5947.786864065551;TRAINSTATION
Affoltern am Albis;940.2939720157633;5683.161414661866;TRAINSTATION
Affori Centro;1021.2427790282177;5437.499000068196;TRAINSTATION
Affori FN;1020.6022466731675;5438.620137366051;TRAINSTATION
Afife;-986.47165713232;4930.787623734775;TRAINSTATION
Afobakka Airstrip;-6121.685159276559;555.9500973946328;AIRPORT
Afogados;-3885.751048762556;-899.5613442286585;TRAINSTATION
Afonso Bezerra;-4063.5863968608223;-611.7315974974481;TRAINSTATION
Afonso Pena;-4810.977415511574;-2591.610912797316;TRAINSTATION
Afonso Pena Airport;-5474.225094313523;-2899.115072236606;AIRPORT
Africa Train Station;-11873.414236893886;4064.280396138607;TRAINSTATION
Afrikaner;2957.0167599282395;-3055.3823473743796;TRAINSTATION
Afrikaskop;3194.386139524161;-3219.273770063719;TRAINSTATION
Afula;3929.0466611079128;3757.606075080816;TRAINSTATION
Afumați;2618.792265972742;5234.352738093673;TRAINSTATION
Afutara Aerodrome;17916.71757333254;-1024.281658000031;AIRPORT
Afyon Airport;3406.4989990328772;4530.267175456614;AIRPORT
Afyon Ali Çetinkaya Gar;3401.1063576255165;4535.178014289757;TRAINSTATION
Afyon Şehir Gar;3399.19673853767;4535.545520698458;TRAINSTATION
AGA;2021.0577136333152;7512.791044925636;TRAINSTATION
Agabat al Hijaziya Station;3994.91480507725;3405.5115851008018;TRAINSTATION
Agaho;14988.58080638914;4030.929850970886;TRAINSTATION
Agano;15498.560511391459;4169.117097687653;TRAINSTATION
Agara;4879.239819107677;4965.194839779308;TRAINSTATION
Agaram Sibbandi;8805.627703212725;1383.963868012252;TRAINSTATION
Agárd;2071.0930198862916;5672.126572071697;TRAINSTATION
Agarimichi;14831.15879252669;4121.433645396273;TRAINSTATION
Agarpara;9839.013846913047;2564.0461848952655;TRAINSTATION
Agartala;10161.080895514484;2694.193891878638;TRAINSTATION
Agartala Airport;10156.835194781848;2705.263624336243;AIRPORT
Ágasegyháza;2165.84187050973;5622.536164978344;TRAINSTATION
Agasod;8707.157508774566;2746.2139536219393;TRAINSTATION
Agastiyampalli;8888.9981099191;1154.9827537609572;TRAINSTATION
Agata;15525.961882188853;4217.666348597856;TRAINSTATION
Agatharied;1316.3099751067532;5752.163607597091;TRAINSTATION
Agathenburg;1060.9562637151316;6600.663236525067;TRAINSTATION
Agatti Airport;8034.5959091038385;1207.4747839191136;AIRPORT
Agawa;14574.622244744416;3971.0510585536567;TRAINSTATION
Agbesi Station;358.07773530094175;766.1454580479592;TRAINSTATION
Agbopura;9014.618683096794;927.459917023597;TRAINSTATION
Agboville;-469.45339878310347;659.6562241116472;TRAINSTATION
Agde;385.77934589931;5137.560641124304;TRAINSTATION
AG-DMS;8933.21913233063;1457.9028207632364;TRAINSTATION
Age;15241.468390290176;4036.637905804848;TRAINSTATION
Ageki;15197.283791616317;4072.8426516118934;TRAINSTATION
Agematsu;15327.945534765831;4153.385849352256;TRAINSTATION
Agen;69.1301056377975;5258.455479487316;TRAINSTATION
Agen-La Garenne Airport;65.74039655991099;5253.868112499637;AIRPORT
Ageo;15538.912224119947;4177.367321185798;TRAINSTATION
Àger;94.75937031540083;4961.607780280298;TRAINSTATION
Aggeie;2470.294835944751;4577.568424305332;TRAINSTATION
Aggeneys Airport;2094.3537835880616;-3348.816306131769;AIRPORT
Aggius;1011.4460737682451;4815.7685703712705;TRAINSTATION
Aggsbach Markt;1714.6457923117407;5827.533013771178;TRAINSTATION
Agha;340.3247922006201;4278.4237182475;TRAINSTATION
Aghajari Airport;5530.040651423334;3526.760715505318;AIRPORT
Aghdasiyeh;5731.241715919551;4155.495071741741;TRAINSTATION
Aghireș;2591.3143518928773;5625.531986681976;TRAINSTATION
Aghireș hc;2587.858972607646;5626.60810166553;TRAINSTATION
Aghondi;3862.965852381697;-640.7155569160577;TRAINSTATION
Agia Marina;2514.0426837250043;4552.378553522562;TRAINSTATION
Agia Paraskevi;2650.7936587284303;4438.598437714323;TRAINSTATION
Agigea Nord;3187.6032313898763;5247.260479715709;TRAINSTATION
Agin;4864.815217488698;4773.132699481855;TRAINSTATION
Agincourt;-8825.894207039035;5201.021275662541;TRAINSTATION
Agios Andreas;2418.686529614779;4467.279931862235;TRAINSTATION
Agios Antonios;2638.2419073691995;4437.177678752459;TRAINSTATION
Agios Dimitrios;2642.8031233526985;4428.718021182359;TRAINSTATION
Agios Eleftherios;2641.803507713379;4438.973995903153;TRAINSTATION
Agios Georgios;2627.7295736250985;4484.349688844384;TRAINSTATION
